Admit_TermID,CRMID,Last_Name,First_Name,Middle_Name,Admit_Descr,Admit_Type,Admit_Type_Descr,Acad_Career,Acad_Prog,Acad_Prog_Descr,Acad_Plan,Acad_Plan_Descr,Appl_Source,Gender,Age_By_Years,Address1,Address2,City,State,Postal,Current_Program,Current_Program_Descr,Current_Plan,Current_Plan_Descr
7653602,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,28,,,balto,MD,21206,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7657949,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,35,,,Baltimore,MD,21216-1949,PSU,Undergrad Professional Studies,CRJUBS,BS in Criminal Justice
7740658,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History,HARD COPY,FEMALE,33,,,Havre de Grace,MD,21078-2799,A&SU,Undergraduate Arts & Sciences,HISTBS,BS in History
7744835,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,39,,,Randallstown,MD,21133-3120,NULL,NULL,NULL,NULL
7745010,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,48,,,Randallstown,MD,21133-1728,NULL,NULL,NULL,NULL
7745676,2054,,,,Spring 2005                   ,USB,Second Bachelor,UGRD,EDU2,2nd Bachelors Education,ECEDBS2,2nd BS in Early Childhood Educ,HARD COPY,FEMALE,34,,,Baltimore,MD,21206-6418,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7748179,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,58,,,Baltimore,MD,21217-1135,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7749927,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,39,,,Owings Mills,MD,21117-3920,NODEU,Undergrad Non-Degree,COOPU,Undergraduate COOP
7750487,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology,HARD COPY,MALE,29,,,Abbotsford,BC,V2S 3X5,A&SU,Undergraduate Arts & Sciences,BIOLBS,BS in Biology
7753833,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,55,,,Owings Mills,MD,21117-3745,EDU,Undergraduate Education,PRE-ED,Pre-Education
7753851,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,INVALID SEX,28,,,Chicago,IL,60612-2925,NULL,NULL,NULL,NULL
7753997,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,FEMALE,46,,,Baltimore,MD,21201-1914,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7754314,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,31,,,Baltimore,MD,21239-1440,NULL,NULL,NULL,NULL
7754369,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,MALE,45,,,Baltimore,MD,21215-6438,SOWK,Social Work,SOWKBSW,Social Work
7757179,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,34,,,Baltimore,MD,21215-4811,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7757228,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,49,,,Baltimore,MD,21213-1909,PSU,Undergrad Professional Studies,APPLBS,BS in Applied Psychology
7758289,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,FEMALE,35,,,Washington,DC,20020-4775,NULL,NULL,NULL,NULL
7759285,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,MALE,61,,,Baltimore,MD,21215-5413,NULL,NULL,NULL,NULL
7760375,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,32,,,Windsor Mill,MD,21244-5453,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7760655,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,APPLBS,BS in Applied Psychology,HARD COPY,FEMALE,49,,,Lutherville Timonium,MD,21093-5701,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7760921,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,37,,,Halethorpe,MD,21227-1202,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7761093,2054,,,,Spring 2005                   ,USB,Second Bachelor,UGRD,NURU2,2nd Undergraduate Nursing,NURSBS2,2nd BS in Nursing,HARD COPY,FEMALE,35,,,Baltimore,MD,21239-3405,NULL,NULL,NULL,NULL
7761330,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,27,,,Baltimore,MD,21215-7721,A&SU,Undergraduate Arts & Sciences,GLSTBA,BA in Global Studies
7761436,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,36,,,Montgomery Village,MD,20886-3007,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7833659,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,34,,,Baltimore,MD,21213-2428,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7847064,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,31,,,Baltimore,MD,21212-3743,PSU,Undergrad Professional Studies,IDSBS,Interdisciplinary Studies
7851235,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,29,,,Randallstown,MD,21133-4319,A&SU,Undergraduate Arts & Sciences,MATHBS,BS in Mathematics
7852383,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,34,,,Baltimore,MD,21216-2319,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7852704,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,MALE,50,,,Baltimore,MD,21223-1621,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts
7855675,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,45,,,Baltimore,MD,21205-1244,A&SU,Undergraduate Arts & Sciences,SOWKBA,BA in Social WorK
7857036,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,34,,,Owings Mills,MD,21117-5838,NULL,NULL,NULL,NULL
7858018,2054,,,,Spring 2005                   ,NOD,Non-Degree Undergraduate,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,28,,,Baltimore,MD,21216-2928,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7858460,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,34,,,Baltimore,MD,21216-4504,NULL,NULL,NULL,NULL
7861382,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education,HARD COPY,FEMALE,33,,,Baltimore,MD,21229-1950,EDU,Undergraduate Education,ELEDBS,BS in Elementary Education
7866343,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOCIBS,BS in Sociology,HARD COPY,MALE,32,,,Randallstown,MD,21133-2523,PSU,Undergrad Professional Studies,SOCIBS,BS in Sociology
7866993,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,GNSCBS,General Science,HARD COPY,FEMALE,50,,,Frederick,MD,21703-7085,NULL,NULL,NULL,NULL
7869069,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,33,,,Baltimore,MD,21225-2011,NULL,NULL,NULL,NULL
7870656,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,LLATBS,BS in Liberal Arts,HARD COPY,MALE,36,,,Baltimore,MD,21216-4231,A&SU,Undergraduate Arts & Sciences,ENGLBA,BA in English
7870716,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,30,,,Olney,MD,20832-1241,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7870726,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,41,,,Laurel,MD,20724-2359,NULL,NULL,NULL,NULL
7899496,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,SOWKBS,Social Work,HARD COPY,FEMALE,29,,,Annapolis,MD,21401,SOWK,Social Work,SOWKBSW,Social Work
7899599,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate,HARD COPY,MALE,40,,,Baltimore,MD,21234-1159,NODEU,Undergrad Non-Degree,NODEGU,Non-Degree Undergraduate
7939801,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,27,,,Owings Mills,MD,21117-1722,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7944260,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,MALE,41,,,Baltimore,MD,21217-4552,NULL,NULL,NULL,NULL
7955594,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,NURSBS,BS in Nursing,HARD COPY,FEMALE,30,,,Reisterstown,MD,21136-1719,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7956457,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,50,,,Baltimore,MD,21236-2631,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7956670,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,40,,,Baltimore,MD,21202-5900,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7960677,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOSCBS,BS in Social Science,HARD COPY,FEMALE,36,,,Randallstown,MD,21133-4741,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7963860,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,SOSCBS,BS in Social Science,HARD COPY,MALE,39,,,Randallstown,MD,21133-2044,PSU,Undergrad Professional Studies,SOSCBS,BS in Social Science
7969215,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,49,,,Baltimore,MD,21222-8800,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7969237,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,SPEDBS,BS in Special Education,HARD COPY,MALE,47,,,Baltimore,MD,21207-6620,EDU,Undergraduate Education,SPEDBS,BS in Special Education
7969453,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,29,,,Elkridge,MD,21075,NULL,NULL,NULL,NULL
7969641,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,MALE,31,,,Baltimore,MD,21206,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
7973931,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,CRJUBS,BS in Criminal Justice,HARD COPY,FEMALE,31,,, , , ,NULL,NULL,NULL,NULL
7974003,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,29,,,Baltimore,MD,21215-1409,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7974163,2054,,,,Spring 2005                   ,REA,Readmit,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,BLANK APPLICATION SOURCE,FEMALE,29,,,Baltimore,MD,21207-7023,A&SU,Undergraduate Arts & Sciences,CHEMBS,BS in Chemistry
7975327,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,MNSCBS,BS in Management Science,HARD COPY,FEMALE,28,,,Bronx,NY,10452-8402,NULL,NULL,NULL,NULL
7975976,2054,,,,Spring 2005                   ,USB,Second Bachelor,UGRD,NURU2,2nd Undergraduate Nursing,NURSBS2,2nd BS in Nursing,HARD COPY,FEMALE,36,,,Randallstown,MD,21133-1736,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing
7976761,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,MALE,32,,,Baltimore,MD,21216-2121,A&SU,Undergraduate Arts & Sciences,UAPRBS,BS in Urban Arts
7976842,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,EDU,Undergraduate Education,SPMTBS,BS in Sports Management,HARD COPY,FEMALE,29,,,Glen Burnie,MD,21061-2849,NULL,NULL,NULL,NULL
7976870,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,27,,,Baltimore,MD,21216-1441,NULL,NULL,NULL,NULL
7977455,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,FEMALE,38,,,Cockeysville,MD,21030-3869,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science
7978790,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS,HARD COPY,FEMALE,52,,,Baltimore,MD,21216-2809,A&SU,Undergraduate Arts & Sciences,UNKNASU,Ugrad Deg Seek Unknown AS
7979794,2054,,,,Spring 2005                   ,FTS,First-time Undergraduate,UGRD,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science,HARD COPY,MALE,27,,,Baltimore,MD,21213-1319,A&SU,Undergraduate Arts & Sciences,COSCBS,BS in Computer Science
7999276,2054,,,,Spring 2005                   ,TRN,Transfer,UGRD,NURU,Undergraduate Nursing,PRE-NUR,Pre-Nursing,HARD COPY,FEMALE,33,,,Nottingham,MD,21236-5168,NURU,Undergraduate Nursing,NURSBSN,BS in Nursing Generic
