Date,GrossRevenue,NetRevenue,GrossProfit
2019-07-11,1000,888,533
2020-11-19,1000,888,533
2020-05-23,250,218,131
2020-04-24,1000,840,504
2020-04-08,1250,1040,624
2019-03-12,250,212,127
2020-07-24,1000,888,533
2020-09-07,750,660,396
2020-08-11,750,606,364
2019-04-21,1000,808,485
2019-03-04,750,645,387
2020-11-09,750,630,378
2020-06-28,1000,900,540
2020-04-26,750,636,382
2019-08-11,1000,888,533
2020-12-20,382,340,204
2020-06-24,750,630,378
2020-09-16,750,636,382
2020-11-07,1000,900,540
2020-10-17,1250,1110,666
2020-01-11,1000,888,533
2019-10-07,750,606,364
2020-04-16,1000,888,533
2020-04-23,1000,840,504
2020-03-07,750,645,387
2019-02-13,1000,848,509
2019-01-14,750,660,396
2020-05-30,1000,860,516
2020-12-31,1000,880,528
2020-01-13,750,654,392
2019-06-14,500,450,270
2020-06-14,1000,840,504
2020-10-08,500,440,264
2019-02-12,1000,872,523
2020-05-20,750,666,400
2020-03-20,750,660,396
2020-01-23,1000,872,523
2020-04-06,1280,1048,629
2020-04-22,1250,1125,675
2019-04-22,500,440,264
2020-02-18,750,666,400
2019-08-21,180,160,96
2020-03-26,750,606,364
2019-08-31,750,624,374
2019-10-17,1250,1010,606
2020-04-18,750,606,364
2020-09-01,1000,860,516
2019-12-03,1000,840,504
2020-05-14,1000,820,492
2020-06-14,750,615,369
2020-01-12,1000,880,528
2020-04-25,1000,808,485
2020-04-20,1250,1050,630
2020-05-30,250,202,121
2019-01-06,750,630,378
2020-04-04,1000,880,528
2020-02-28,750,606,364
2020-02-14,1000,832,499
2020-07-02,750,666,400
2020-05-28,1240,1068,641
2019-08-21,1000,888,533
2020-06-03,1000,888,533
2019-07-16,250,218,131
2020-03-12,1000,840,504
2020-05-19,1250,1040,624
2020-08-28,250,212,127
2019-05-12,1000,888,533
2020-05-15,750,660,396
2019-05-28,750,606,364
2020-03-31,1000,808,485
2019-10-16,750,645,387
2019-11-30,750,630,378
2019-03-14,1000,900,540
2020-01-05,750,636,382
2020-11-27,1000,888,533
2020-02-03,382,340,204
2020-01-27,750,630,378
2020-12-23,750,636,382
2020-03-21,1000,900,540
2019-08-02,1250,1110,666
2020-05-30,1000,888,533
2019-02-21,750,606,364
2020-03-07,1000,888,533
2019-07-11,1000,840,504
2020-01-30,750,645,387
2020-01-18,1000,848,509
2020-03-27,750,660,396
2020-06-16,1000,860,516
2019-08-28,1000,880,528
2020-04-26,750,654,392
2020-09-03,500,450,270
2020-09-10,1000,840,504
2019-12-28,500,440,264
2019-02-28,1000,872,523
2019-05-10,750,666,400
2020-09-15,750,660,396
2020-11-18,1000,872,523
2019-02-20,1280,1048,629
2020-03-07,1250,1125,675
2020-01-01,500,440,264
2020-09-16,750,666,400
2019-02-23,180,160,96
2020-03-10,750,606,364
2019-10-09,750,624,374
2019-04-07,1250,1010,606
2020-03-09,750,606,364
2020-07-07,1000,860,516
2019-04-14,1000,840,504
2020-01-14,1000,820,492
2020-06-11,750,615,369
2020-02-10,1000,880,528
2020-05-02,1000,808,485
2020-04-14,1250,1050,630
2019-03-27,250,202,121
2020-10-17,750,630,378
2020-09-01,1000,880,528
2020-05-21,750,606,364
2020-02-22,1000,832,499
2020-04-17,750,666,400
2020-06-16,1240,1068,641
2019-09-05,1000,888,533
2019-03-23,1000,888,533
2020-09-17,250,218,131
2020-02-07,1000,840,504
2020-04-26,1250,1040,624
2019-09-23,250,212,127
2020-01-23,1000,888,533
2020-08-12,750,660,396
2020-03-28,750,606,364
2020-01-08,1000,808,485
2019-08-15,750,645,387
2020-03-14,750,630,378
2020-08-01,1000,900,540
2020-05-23,750,636,382
2020-12-21,1000,888,533
2019-06-14,382,340,204
2020-04-08,750,630,378
2019-06-08,750,636,382
2019-02-26,1000,900,540
2019-09-02,1250,1110,666
2020-05-22,1000,888,533
2019-09-01,750,606,364
2020-01-01,1000,888,533
2020-11-02,1000,840,504
2020-05-27,750,645,387
2019-05-05,1000,848,509
2020-09-21,750,660,396
2020-03-31,1000,860,516
2020-04-08,1000,880,528
2020-06-23,750,654,392
2020-10-12,500,450,270
2019-02-18,1000,840,504
2019-03-01,500,440,264
2020-04-14,1000,872,523
2019-04-14,750,666,400
2020-02-06,750,660,396
2019-04-26,1000,872,523
2020-06-06,1280,1048,629
2020-04-19,1250,1125,675
2020-10-21,500,440,264
2020-05-22,750,666,400
2020-04-08,180,160,96
2020-04-19,750,606,364
2020-11-18,750,624,374
2019-06-06,1250,1010,606
2020-02-28,750,606,364
2020-03-28,1000,860,516
2020-04-15,1000,840,504
2020-03-11,1000,820,492
2019-09-21,750,615,369
2020-04-10,1000,880,528
2020-04-06,1000,808,485
2020-06-27,1250,1050,630
2019-05-31,250,202,121
2020-03-14,750,630,378
2019-04-26,1000,880,528
2020-05-01,750,606,364
2020-02-13,1000,832,499
2019-08-23,750,666,400
2020-05-31,1240,1068,641
2019-07-13,1000,888,533
2020-05-19,1000,888,533
2020-08-26,250,218,131
2020-02-14,1000,840,504
2020-03-23,1250,1040,624
2020-03-22,250,212,127
2020-11-14,1000,888,533
2020-02-04,750,660,396
2019-06-26,750,606,364
2020-06-05,1000,808,485
2020-01-31,750,645,387
2019-06-25,750,630,378
2019-05-27,1000,900,540
2020-02-07,750,636,382
2020-12-30,1000,888,533
2019-01-14,382,340,204
2020-05-04,750,630,378
2019-09-30,750,636,382
2019-02-19,1000,900,540
2019-03-01,1250,1110,666
2020-03-09,1000,888,533
2020-01-27,750,606,364
2020-04-15,1000,888,533
2020-06-02,1000,840,504
2020-02-22,750,645,387
2020-09-30,1000,848,509
2020-05-24,750,660,396
2020-06-27,1000,860,516
2019-11-22,1000,880,528
2020-03-30,750,654,392
2019-12-13,500,450,270
2019-03-20,1000,840,504
2020-01-16,500,440,264
2019-10-30,1000,872,523
2020-12-23,750,666,400
2020-08-13,750,660,396
2019-05-26,1000,872,523
2019-07-20,1280,1048,629
2020-06-04,1250,1125,675
2020-12-14,500,440,264
2020-06-20,750,666,400
2019-12-29,180,160,96
2020-06-29,750,606,364
2020-11-25,750,624,374
2020-12-01,1250,1010,606
2020-05-14,750,606,364
2019-06-22,1000,860,516
2020-05-29,1000,840,504
2020-06-06,1000,820,492
2019-09-22,750,615,369
2020-01-01,1000,880,528
2020-03-19,1000,808,485
2020-01-23,1250,1050,630
2020-08-24,250,202,121
2020-05-09,750,630,378
2020-12-05,1000,880,528
2020-01-05,750,606,364
2020-06-21,1000,832,499
2019-10-25,750,666,400
2020-03-18,1240,1068,641
2020-07-06,1000,888,533
2019-07-16,1000,888,533
2019-08-23,250,218,131
2020-03-22,1000,840,504
2020-05-30,1250,1040,624
2019-02-11,250,212,127
2020-06-23,1000,888,533
2019-05-13,750,660,396
2019-05-23,750,606,364
2020-05-08,1000,808,485
2020-04-06,750,645,387
2020-07-09,750,630,378
2019-10-15,1000,900,540
2020-05-09,750,636,382
2020-04-07,1000,860,516
2019-06-24,382,340,204
2020-05-21,750,630,378
2020-01-17,750,636,382
2019-01-15,1000,900,540
2020-10-11,1250,1110,666
2020-03-07,1000,888,533
2019-02-17,750,606,364
2020-01-05,1000,888,533
2019-08-26,1000,840,504
2020-01-26,750,645,387
2020-05-09,1000,848,509
2019-01-15,750,660,396
2020-01-03,1000,860,516
2020-06-25,1000,880,528
2020-01-20,750,654,392
2019-04-10,500,450,270
2019-09-26,1000,840,504
2020-01-17,500,440,264
2019-08-28,1000,872,523
2020-06-14,750,666,400
2020-11-24,750,660,396
2019-06-08,1000,872,523
2019-11-13,1280,1048,629
2020-01-20,1250,1125,675
2020-08-03,500,440,264
2020-03-07,750,666,400
2019-05-07,180,160,96
2020-06-24,750,606,364
2019-11-09,750,624,374
2019-04-15,1250,1010,606
2020-01-19,750,606,364
2019-08-19,1000,860,516
2020-07-04,1000,840,504
2020-02-01,1000,820,492
2020-10-29,750,615,369
2020-03-05,1000,880,528
2019-05-21,1000,808,485
2020-06-26,1250,1050,630
2020-05-21,250,202,121
2019-12-02,750,630,378
2020-02-27,1000,880,528
2020-01-03,750,606,364
2020-05-09,1000,832,499
2020-01-11,750,666,400
2020-01-31,1240,1068,641
2019-11-15,1000,888,533
2020-03-25,1000,888,533
2019-12-07,250,218,131
2020-02-16,1000,840,504
2020-05-12,1250,1040,624
2020-07-30,250,212,127
2020-04-21,1000,888,533
2019-09-02,750,660,396
2019-04-16,750,606,364
2020-07-09,1000,808,485
2019-12-20,750,645,387
2019-08-09,750,630,378
2019-07-31,1000,900,540
2020-05-15,750,636,382
2020-03-26,1000,860,516
2020-06-29,382,340,204
2020-03-12,750,630,378
2019-01-11,750,636,382
2020-07-23,1000,900,540
2020-12-01,1250,1110,666
2020-06-23,1000,888,533
2019-10-02,750,606,364
2020-01-28,1000,888,533
2020-04-16,1000,840,504
2020-05-14,750,645,387
2019-05-01,1000,860,516
2020-05-01,750,660,396
2020-04-27,1000,860,516
2019-05-19,1000,880,528
2020-01-29,750,654,392
2019-11-16,500,450,270
2020-02-10,1000,840,504
2020-06-16,500,440,264
2020-10-25,1000,872,523
2019-11-11,750,666,400
2020-03-08,750,660,396
2019-02-18,1000,872,523
2020-02-28,1280,1048,629
2020-06-28,1250,1125,675
2020-12-25,500,440,264
2019-01-12,750,666,400
2019-07-23,180,160,96
2020-06-28,750,606,364
2019-03-17,750,624,374
2020-02-01,1250,1010,606
2020-05-20,750,606,364
2019-07-29,1000,860,516
2019-01-01,1000,840,504
2020-06-15,1000,820,492
2020-03-26,750,615,369
2020-03-03,1000,880,528
2020-05-12,1000,808,485
2020-03-10,1250,1050,630
2020-02-06,250,202,121
2019-09-09,750,630,378
2020-08-04,1000,880,528
2020-04-11,750,606,364
2020-02-04,1000,832,499
2019-05-30,750,666,400
2020-06-25,1240,1068,641
2019-08-31,1000,888,533
2020-05-26,1000,888,533
2019-08-11,250,218,131
2020-03-20,1000,840,504
2020-04-17,1250,1040,624
2020-01-14,250,212,127
2019-09-28,1000,888,533
2019-09-07,750,660,396
2019-02-13,750,606,364
2020-05-11,1000,808,485
2019-04-27,750,645,387
2020-01-20,750,630,378
2020-09-07,1000,900,540
2020-03-20,750,636,382
2020-05-27,1000,860,516
2019-07-21,382,340,204
2020-01-20,750,630,378
2019-10-08,750,636,382
2019-10-27,1000,900,540
2019-04-24,1250,1110,666
2020-06-28,1000,888,533
2019-03-28,750,606,364
2020-01-30,1000,888,533
2019-09-16,1000,840,504
2020-03-12,750,645,387
2019-11-23,1000,860,516
2019-11-19,750,660,396
2020-03-27,1000,860,516
2020-09-14,1000,880,528
2020-04-30,750,654,392
2020-01-25,500,450,270
2019-02-17,1000,840,504
2019-03-08,500,440,264
2019-09-03,1000,872,523
2020-12-15,750,666,400
2019-04-23,750,660,396
2020-06-08,1000,872,523
2019-02-03,1280,1048,629
2020-05-07,1250,1125,675
2019-06-20,500,440,264
2020-01-03,750,666,400
2019-12-03,180,160,96
2020-01-02,750,606,364
2020-02-20,750,624,374
2020-07-07,1250,1010,606
2020-02-03,750,606,364
2019-05-15,1000,860,516
2019-11-17,1000,840,504
2020-04-03,1000,820,492
2020-04-01,750,615,369
2020-06-12,1000,880,528
2020-10-31,1000,808,485
2020-06-04,1250,1050,630
2020-09-26,250,202,121
2020-07-21,750,630,378
2020-11-07,1000,880,528
2020-01-28,750,606,364
2020-05-08,1000,832,499
2020-01-16,750,666,400
2020-06-05,1240,1068,641
2020-03-28,1000,888,533
2020-02-10,1000,888,533
2019-05-10,250,218,131
2020-06-04,1000,840,504
2020-02-11,1250,1040,624
2020-10-10,250,212,127
2020-05-04,1000,888,533
2020-07-11,750,660,396
2020-11-29,750,606,364
2019-12-01,1000,808,485
2019-09-25,750,645,387
2019-07-17,750,630,378
2020-04-10,1000,900,540
2020-02-26,750,636,382
2020-01-19,1000,860,516
2019-09-25,382,340,204
2020-03-03,750,630,378
2020-06-30,750,636,382
2020-02-11,1000,900,540
2020-08-12,1250,1110,666
2020-03-11,1000,888,533
2019-08-12,750,606,364
2020-03-08,1000,888,533
2020-11-18,1000,840,504
2020-05-26,750,645,387
2020-07-20,1000,860,516
2019-07-03,750,660,396
2020-09-06,1000,860,516
2019-10-04,1000,880,528
2020-03-08,750,654,392
2019-02-01,500,450,270
2019-11-25,1000,840,504
2020-12-20,500,440,264
2020-03-11,1000,872,523
2020-09-05,750,666,400
2020-12-07,750,660,396
2020-05-28,1000,872,523
2019-07-03,1280,1048,629
2020-05-18,1250,1125,675
2019-02-10,500,440,264
2020-07-08,750,666,400
2020-02-11,180,160,96
2020-05-06,750,606,364
2019-06-10,750,624,374
2020-12-29,1250,1010,606
2020-01-22,750,606,364
2019-05-07,1000,860,516
2020-09-05,1000,840,504
2020-01-19,1000,820,492
2020-02-13,750,615,369
2020-05-24,1000,880,528
2019-12-16,1000,808,485
2020-03-12,1250,1050,630
2019-08-10,250,202,121
2020-11-02,750,630,378
2019-02-09,1000,880,528
2020-06-17,750,606,364
2020-04-26,1000,832,499
2020-06-12,750,666,400
2020-02-13,1240,1068,641
2019-03-09,1000,888,533
2019-01-04,1000,888,533
2019-06-02,250,218,131
2020-05-20,1000,840,504
2020-02-05,1250,1040,624
2020-08-12,250,212,127
2020-01-22,1000,888,533
2020-04-15,750,660,396
2020-02-20,750,606,364
2020-06-28,1000,808,485
2019-05-30,750,645,387
2020-01-14,750,630,378
2019-11-13,1000,900,540
2020-02-19,750,636,382
2020-06-03,1000,860,516
2020-12-16,382,340,204
2020-06-05,750,630,378
2019-10-12,750,636,382
2019-02-01,1000,900,540
2020-02-15,1250,1110,666
2020-06-01,1000,888,533
2019-07-23,750,606,364
2020-06-11,1000,888,533
2019-10-09,1000,840,504
2020-02-04,750,645,387
2019-05-03,1000,860,516
2020-12-06,750,660,396
2019-07-22,1000,860,516
2020-03-27,1000,840,504
2020-02-17,750,654,392
2019-02-05,500,450,270
2019-03-07,1000,840,504
2020-02-06,500,440,264
2020-06-18,1000,872,523
2020-01-12,750,666,400
2020-04-09,750,660,396
2020-01-16,1000,872,523
2019-01-02,1280,1048,629
2020-04-11,1250,1125,675
2019-01-17,500,440,264
2019-04-15,750,666,400
2020-05-09,180,160,96
2020-01-18,750,606,364
2019-03-18,750,624,374
2020-07-07,1250,1010,606
2020-04-11,750,606,364
2020-04-13,1000,860,516
2020-01-09,1000,840,504
2020-04-14,1000,820,492
2020-04-30,750,615,369
2020-05-03,1000,880,528
2019-03-11,1000,808,485
2020-03-29,1250,1050,630
2019-07-27,250,202,121
2020-12-07,750,630,378
2020-05-24,1000,880,528
2020-02-18,750,606,364
2020-02-16,1000,832,499
2019-06-10,750,666,400
2020-02-26,1240,1068,641
2019-09-10,1000,888,533
2019-08-17,1000,888,533
2019-02-17,250,218,131
2020-05-12,1000,840,504
2020-04-17,1250,1040,624
2019-09-09,250,212,127
2020-02-03,1000,888,533
2019-07-13,750,660,396
2020-08-14,750,606,364
2020-10-07,1000,808,485
2019-04-27,750,645,387
2019-06-15,750,630,378
2020-06-29,1000,900,540
2019-08-01,750,636,382
2020-02-09,1000,860,516
2019-12-20,382,340,204
2020-01-26,750,630,378
2019-04-16,750,636,382
2020-06-01,1000,900,540
2019-07-19,1250,1110,666
2020-04-30,1000,888,533
2019-07-25,750,606,364
2020-01-10,1000,888,533
2020-02-03,1000,840,504
2020-02-13,750,645,387
2020-01-15,1000,860,516
2019-01-18,750,675,405
2019-10-14,1000,860,516
2020-03-08,1000,840,504
2020-06-22,750,654,392
2019-06-01,500,450,270
2019-03-27,1000,840,504
2019-07-05,500,440,264
2019-06-17,1000,872,523
2020-06-09,750,666,400
2019-04-17,750,660,396
2019-10-11,1000,872,523
2019-11-04,1280,1048,629
2020-05-09,1250,1125,675
2020-08-02,500,440,264
2019-03-09,750,666,400
2019-06-10,180,160,96
2020-03-28,750,606,364
2019-05-29,750,624,374
2019-03-01,1250,1010,606
2020-05-23,750,606,364
2020-02-17,1000,860,516
2019-10-20,1000,840,504
2020-04-11,1000,820,492
2020-01-04,750,615,369
2020-01-29,1000,880,528
2020-07-16,1000,808,485
2020-06-06,1250,1050,630
2019-10-20,250,202,121
2020-04-04,750,630,378
2019-01-30,1000,880,528
2020-06-15,750,606,364
2020-04-22,1000,832,499
2020-10-20,750,666,400
2020-03-31,1240,1068,641
2019-06-10,1000,888,533
2020-01-20,1000,888,533
2020-04-28,250,218,131
2020-03-08,1000,840,504
2020-04-09,1250,1040,624
2019-06-03,250,212,127
2019-08-07,1000,888,533
2019-03-24,750,660,396
2019-04-15,750,606,364
2019-03-27,1000,808,485
2020-04-06,750,645,387
2020-10-15,750,630,378
2019-01-18,1000,900,540
2019-04-14,750,636,382
2020-06-20,1000,860,516
2020-08-01,382,340,204
2020-01-28,750,630,378
2019-06-20,750,636,382
2019-12-15,1000,900,540
2019-08-16,1250,1110,666
2020-02-06,1000,888,533
2019-03-12,750,606,364
2020-05-04,1000,888,533
2019-11-05,1000,840,504
2020-04-26,750,645,387
2019-06-16,1000,860,516
2019-01-14,750,675,405
2020-03-26,1000,860,516
2020-01-14,1000,840,504
2020-02-20,750,654,392
2019-01-20,500,450,270
2019-09-08,1000,840,504
2019-02-10,500,440,264
2020-02-08,1000,872,523
2020-11-17,750,666,400
2020-01-15,750,660,396
2019-11-03,1000,872,523
2019-02-05,1280,1048,629
2020-03-05,1250,1125,675
2019-08-20,500,440,264
2019-10-11,750,666,400
2020-06-25,180,160,96
2020-05-20,750,606,364
2019-03-23,750,624,374
2020-09-11,1250,1010,606
2020-06-22,750,606,364
2020-03-12,1000,860,516
2019-06-11,1000,840,504
2020-03-12,1000,820,492
2020-09-08,750,615,369
2020-04-26,1000,880,528
2020-09-19,1000,808,485
2020-02-19,1250,1050,630
2019-08-02,250,202,121
2020-09-29,750,630,378
2019-04-17,1000,880,528
2020-02-19,750,606,364
2020-03-02,1000,832,499
2020-06-07,750,666,400
2020-05-03,1240,1068,641
2019-08-05,1000,888,533
2020-10-22,1000,888,533
2019-02-17,250,218,131
2020-02-04,1000,840,504
2020-05-09,1250,1040,624
2019-02-27,250,212,127
2020-01-26,1000,888,533
2020-09-11,750,660,396
2019-04-03,750,606,364
2019-06-16,1000,808,485
2019-07-13,750,645,387
2019-10-28,750,630,378
2020-09-10,1000,900,540
2020-06-27,750,636,382
2020-04-18,1000,860,516
2020-08-24,382,340,204
2020-06-03,750,630,378
2020-09-14,750,636,382
2020-11-13,1000,900,540
2020-11-18,1250,1110,666
2020-04-10,1000,888,533
2019-03-17,750,606,364
2020-01-16,1000,888,533
2020-08-05,1000,840,504
2020-02-01,750,645,387
2020-03-02,1000,860,516
2020-12-20,750,675,405
2019-05-10,1000,860,516
2020-05-08,1000,840,504
2020-01-24,750,654,392
2019-12-13,500,450,270
2019-08-30,1000,840,504
2020-08-02,500,440,264
2020-03-03,1000,872,523
2019-12-24,750,666,400
2019-12-06,750,660,396
2019-10-08,1000,872,523
2020-11-16,1280,1048,629
2020-02-06,1250,1125,675
2019-12-25,500,440,264
2020-08-04,750,666,400
2020-05-14,180,160,96
2020-02-27,750,606,364
2019-06-21,750,624,374
2020-10-19,1250,1010,606
2020-04-16,750,606,364
2020-06-19,1000,860,516
2020-11-30,1000,840,504
2020-05-18,1000,820,492
2019-07-12,750,615,369
2020-05-09,1000,880,528
2019-07-10,1000,808,485
2020-06-29,1250,1050,630
2020-01-13,250,202,121
2020-06-08,750,630,378
2020-06-18,1000,880,528
2020-05-09,750,606,364
2020-04-20,1000,832,499
2020-02-09,750,666,400
2020-06-07,1240,1068,641
2019-08-11,1000,888,533
2020-09-30,1000,888,533
2019-12-14,250,218,131
2020-01-01,1000,840,504
2020-03-17,1250,1040,624
2019-02-09,250,212,127
2020-02-14,1000,888,533
2020-04-20,750,660,396
2020-07-12,750,606,364
2019-11-20,1000,808,485
2019-06-22,750,645,387
2020-10-14,750,630,378
2020-11-02,1000,900,540
2019-03-04,750,636,382
2020-02-03,1000,860,516
2020-12-31,382,340,204
2020-01-13,750,630,378
2019-11-15,750,636,382
2019-04-12,1000,900,540
2019-08-12,1250,1110,666
2020-04-07,1000,888,533
2019-11-27,750,606,364
2020-04-27,1000,888,533
2019-03-19,1000,840,504
2020-05-21,750,645,387
2020-04-08,1000,860,516
2019-09-15,750,675,405
2020-01-30,1000,860,516
2020-04-10,1000,840,504
2019-01-10,750,654,392
2020-09-07,500,450,270
2019-05-09,1000,840,504
2019-01-06,500,440,264
2020-02-02,1000,872,523
2019-07-06,750,666,400
2020-12-14,750,660,396
2019-07-08,1000,872,523
2019-11-18,1280,1048,629
2020-03-25,1250,1125,675
2019-01-24,500,440,264
2019-01-06,750,666,400
2019-03-23,180,160,96
2020-05-16,750,606,364
2019-10-19,750,624,374
2020-09-29,1250,1010,606
2020-05-21,750,606,364
2019-07-16,1000,860,516
2020-07-29,1000,840,504
2020-06-01,1000,820,492
2019-07-18,750,615,369
2020-02-01,1000,880,528
2020-01-22,1000,808,485
2020-02-14,1250,1050,630
2019-06-11,250,202,121
2019-02-10,750,630,378
2019-01-16,1000,880,528
2020-04-14,750,606,364
2020-01-28,1000,832,499
2020-08-23,750,666,400
2020-03-02,1240,1068,641
2020-09-17,1000,888,533
2019-01-23,1000,888,533
2019-09-25,250,218,131
2020-02-06,1000,840,504
2020-06-05,1250,1040,624
2020-03-27,250,212,127
2019-11-28,1000,888,533
2020-07-05,750,660,396
2019-02-28,750,606,364
2020-07-23,1000,808,485
2020-06-20,750,645,387
2020-01-12,750,630,378
2020-07-30,1000,900,540
2019-04-25,750,636,382
2020-06-14,1000,860,516
2020-08-23,382,340,204
2020-05-17,750,630,378
2019-05-08,750,636,382
2019-09-08,1000,900,540
2020-06-28,1250,1110,666
2020-01-13,1000,888,533
2020-04-18,750,606,364
2020-01-29,1000,888,533
2019-08-14,1000,840,504
2020-06-15,750,645,387
2019-11-12,1000,860,516
2020-11-30,750,675,405
2020-12-10,1000,860,516
2020-01-27,1000,840,504
2019-12-29,750,654,392
2020-04-29,500,450,270
2019-12-25,1000,840,504
2020-04-29,500,440,264
2020-10-30,1000,872,523
2019-10-18,750,666,400
2019-03-06,750,660,396
2020-06-24,1000,872,523
2020-03-13,1280,1048,629
2020-06-23,1250,1125,675
2020-11-06,500,440,264
2019-04-14,750,666,400
2020-11-11,180,160,96
2020-06-09,750,606,364
2019-05-23,750,624,374
2019-01-29,1250,1010,606
2020-03-08,750,606,364
2020-12-16,1000,860,516
2020-04-09,1000,840,504
2020-03-12,1000,820,492
2019-02-11,750,615,369
2020-02-08,1000,880,528
2020-09-12,1000,808,485
2020-01-13,1250,1050,630
2020-07-18,250,202,121
2019-08-30,750,630,378
2019-04-10,1000,880,528
2020-03-30,750,606,364
2020-06-22,1000,832,499
2019-07-25,750,666,400
2020-05-22,1240,1068,641
2019-04-01,1000,888,533
2020-05-25,1000,888,533
2020-06-24,250,218,131
2019-12-28,1000,840,504
2020-01-18,1250,1040,624
2019-07-29,250,212,127
2020-03-04,1000,832,499
2020-05-09,750,660,396
2020-09-05,750,606,364
2019-01-06,1000,808,485
2020-04-21,750,645,387
2020-05-16,750,630,378
2019-11-03,1000,900,540
2019-05-12,750,636,382
2020-05-12,1000,860,516
2020-04-04,382,340,204
2020-01-26,750,630,378
2020-01-28,750,636,382
2020-06-22,1000,900,540
2020-08-29,1250,1110,666
2020-04-22,1000,888,533
2020-12-19,750,606,364
2020-04-28,1000,888,533
2019-08-09,1000,840,504
2020-01-08,750,645,387
2019-04-25,1000,860,516
2019-09-22,750,675,405
2019-04-17,1000,860,516
2020-03-29,1000,840,504
2019-11-04,750,654,392
2020-02-24,500,450,270
2020-05-31,1000,840,504
2019-02-27,500,440,264
2020-08-15,1000,872,523
2020-12-18,750,666,400
2020-03-06,750,660,396
2019-05-29,1000,872,523
2019-11-13,1280,1048,629
2020-03-15,1250,1125,675
2020-10-12,500,440,264
2019-02-08,750,666,400
