FiscalYear-Quarter,Fiscal Year,Fiscal Quarter,Country,Region,Required,Complete,Survey NC,Incomplete,Function Summary,Complete %
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","HR","0"
"FY15-Q2","FY15","Q2","Japan","Asia Pacific","1","1","0","0","Manufacturing","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Legal","1"
"FY15-Q1","FY15","Q1","Australia","Asia Pacific","1","0","1","1","HR","0"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Exec Mgmt","1"
"FY16-Q1","FY16","Q1","Japan","Asia Pacific","1","0","1","1","Finance","0"
"FY16-Q1","FY16","Q1","Turkey","Europe","1","0","1","1","IT","0"
"FY15-Q2","FY15","Q2","Australia","Asia Pacific","1","1","0","0","Exec Mgmt","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","IT","1"
"FY16-Q1","FY16","Q1","Canada","North & Central America","1","0","1","1","Finance","0"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","IT","0"
"FY15-Q3","FY15","Q3","China","Asia Pacific","1","1","0","0","Sales & Marketing","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","HR","1"
"FY15-Q1","FY15","Q1","Mexico","North & Central America","1","0","1","1","Finance","0"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Legal","1"
"FY15-Q2","FY15","Q2","India","Asia Pacific","1","1","0","0","Finance","1"
"FY15-Q2","FY15","Q2","Germany","Europe","1","1","0","0","Manufacturing","1"
"FY16-Q1","FY16","Q1","Mexico","North & Central America","1","0","1","1","Research","0"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q4","FY15","Q4","Spain","Europe","1","1","0","0","Manufacturing","1"
"FY15-Q4","FY15","Q4","Japan","Asia Pacific","1","1","0","0","IT","1"
"FY15-Q2","FY15","Q2","Brazil","South America","1","1","0","0","Manufacturing","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Exec Mgmt","1"
"FY15-Q1","FY15","Q1","Spain","Europe","1","1","0","0","Research","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Exec Mgmt","0"
"FY15-Q3","FY15","Q3","Canada","North & Central America","1","1","0","0","Facilities","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","IT","1"
"FY16-Q1","FY16","Q1","Italy","Europe","1","0","1","1","Legal","0"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY15-Q3","FY15","Q3","Germany","Europe","1","1","0","0","Research","1"
"FY15-Q1","FY15","Q1","China","Asia Pacific","1","0","1","1","Manufacturing","0"
"FY15-Q2","FY15","Q2","France","Europe","1","1","0","0","Facilities","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Exec Mgmt","0"
"FY15-Q3","FY15","Q3","Germany","Europe","1","1","0","0","IT","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Research","0"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","HR","0"
"FY15-Q4","FY15","Q4","Switzerland","Europe","1","1","0","0","Research","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q4","FY15","Q4","Germany","Europe","1","1","0","0","Sales & Marketing","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Facilities","0"
"FY15-Q1","FY15","Q1","UK","Europe","1","1","0","0","Sales & Marketing","1"
"FY16-Q1","FY16","Q1","Korea","Asia Pacific","1","0","1","1","Exec Mgmt","0"
"FY15-Q4","FY15","Q4","UK","Europe","1","1","0","0","IT","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","HR","0"
"FY15-Q1","FY15","Q1","UK","Europe","1","0","1","1","Finance","0"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Manufacturing","0"
"FY15-Q4","FY15","Q4","Japan","Asia Pacific","1","1","0","0","Finance","1"
"FY15-Q1","FY15","Q1","Germany","Europe","1","0","1","1","Sales & Marketing","0"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Legal","1"
"FY16-Q1","FY16","Q1","UK","Europe","1","0","1","1","HR","0"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Finance","0"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Facilities","1"
"FY15-Q3","FY15","Q3","Canada","North & Central America","1","1","0","0","Facilities","1"
"FY15-Q2","FY15","Q2","Japan","Asia Pacific","1","1","0","0","Manufacturing","1"
"FY15-Q2","FY15","Q2","Japan","Asia Pacific","1","1","0","0","Legal","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Facilities","1"
"FY15-Q4","FY15","Q4","Japan","Asia Pacific","1","1","0","0","Research","1"
"FY15-Q4","FY15","Q4","China","Asia Pacific","1","1","0","0","Research","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Facilities","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Research","1"
"FY15-Q3","FY15","Q3","Japan","Asia Pacific","1","1","0","0","Manufacturing","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","HR","1"
"FY15-Q3","FY15","Q3","France","Europe","1","1","0","0","Manufacturing","1"
"FY15-Q4","FY15","Q4","China","Asia Pacific","1","1","0","0","Research","1"
"FY15-Q3","FY15","Q3","Australia","Asia Pacific","1","1","0","0","Manufacturing","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY16-Q1","FY16","Q1","China","Asia Pacific","1","0","1","1","HR","0"
"FY15-Q3","FY15","Q3","Korea","Asia Pacific","1","1","0","0","Sales & Marketing","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","IT","0"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY15-Q2","FY15","Q2","China","Asia Pacific","1","1","0","0","Finance","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Finance","1"
"FY16-Q1","FY16","Q1","Germany","Europe","1","0","1","1","Exec Mgmt","0"
"FY15-Q3","FY15","Q3","Brazil","South America","1","1","0","0","IT","1"
"FY16-Q1","FY16","Q1","Brazil","South America","1","0","1","1","Exec Mgmt","0"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Finance","1"
"FY16-Q1","FY16","Q1","Korea","Asia Pacific","1","0","1","1","Exec Mgmt","0"
"FY15-Q1","FY15","Q1","Canada","North & Central America","1","0","1","1","Facilities","0"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Finance","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Research","0"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Finance","1"
"FY15-Q2","FY15","Q2","Korea","Asia Pacific","1","1","0","0","IT","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Exec Mgmt","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q3","FY15","Q3","France","Europe","1","1","0","0","Exec Mgmt","1"
"FY16-Q1","FY16","Q1","Italy","Europe","1","0","1","1","Finance","0"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Finance","1"
"FY15-Q1","FY15","Q1","Canada","North & Central America","1","0","1","1","Facilities","0"
"FY15-Q2","FY15","Q2","France","Europe","1","1","0","0","Finance","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q1","FY15","Q1","Japan","Asia Pacific","1","0","1","1","Finance","0"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Finance","1"
"FY15-Q2","FY15","Q2","Canada","North & Central America","1","1","0","0","Exec Mgmt","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Facilities","0"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q4","FY15","Q4","UK","Europe","1","1","0","0","HR","1"
"FY15-Q4","FY15","Q4","Germany","Europe","1","1","0","0","Sales & Marketing","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","HR","0"
"FY16-Q1","FY16","Q1","France","Europe","1","0","1","1","Sales & Marketing","0"
"FY15-Q2","FY15","Q2","UK","Europe","1","1","0","0","Manufacturing","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Finance","0"
"FY16-Q1","FY16","Q1","India","Asia Pacific","1","0","1","1","Exec Mgmt","0"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Exec Mgmt","0"
"FY15-Q3","FY15","Q3","France","Europe","1","1","0","0","Sales & Marketing","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Manufacturing","0"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","IT","1"
"FY15-Q2","FY15","Q2","Japan","Asia Pacific","1","1","0","0","Facilities","1"
"FY16-Q1","FY16","Q1","UK","Europe","1","0","1","1","Finance","0"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Legal","0"
"FY16-Q1","FY16","Q1","Germany","Europe","1","0","1","1","Research","0"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Finance","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Exec Mgmt","0"
"FY16-Q1","FY16","Q1","Canada","North & Central America","1","0","1","1","Sales & Marketing","0"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Sales & Marketing","0"
"FY15-Q2","FY15","Q2","UK","Europe","1","1","0","0","IT","1"
"FY15-Q1","FY15","Q1","Japan","Asia Pacific","1","0","1","1","Manufacturing","0"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Legal","0"
"FY15-Q1","FY15","Q1","China","Asia Pacific","1","1","0","0","Sales & Marketing","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Research","1"
"FY15-Q1","FY15","Q1","Japan","Asia Pacific","1","0","1","1","Research","0"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY16-Q1","FY16","Q1","Japan","Asia Pacific","1","0","1","1","Finance","0"
"FY15-Q4","FY15","Q4","Turkey","Europe","1","1","0","0","IT","1"
"FY15-Q2","FY15","Q2","Japan","Asia Pacific","1","1","0","0","Facilities","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Exec Mgmt","1"
"FY15-Q1","FY15","Q1","Australia","Asia Pacific","1","0","1","1","Finance","0"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Finance","0"
"FY15-Q4","FY15","Q4","Brazil","South America","1","1","0","0","Facilities","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY16-Q1","FY16","Q1","Australia","Asia Pacific","1","0","1","1","Legal","0"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Exec Mgmt","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","HR","1"
"FY15-Q3","FY15","Q3","India","Asia Pacific","1","1","0","0","Exec Mgmt","1"
"FY15-Q2","FY15","Q2","Germany","Europe","1","1","0","0","Manufacturing","1"
"FY15-Q3","FY15","Q3","Australia","Asia Pacific","1","1","0","0","Research","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","IT","1"
"FY15-Q3","FY15","Q3","Mexico","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY15-Q4","FY15","Q4","Japan","Asia Pacific","1","1","0","0","Exec Mgmt","1"
"FY15-Q4","FY15","Q4","France","Europe","1","1","0","0","Sales & Marketing","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","HR","1"
"FY15-Q2","FY15","Q2","Mexico","North & Central America","1","1","0","0","Facilities","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","HR","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Legal","0"
"FY15-Q4","FY15","Q4","Canada","North & Central America","1","1","0","0","HR","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Finance","1"
"FY16-Q1","FY16","Q1","Mexico","North & Central America","1","0","1","1","Finance","0"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Exec Mgmt","1"
"FY16-Q1","FY16","Q1","Spain","Europe","1","0","1","1","IT","0"
"FY15-Q1","FY15","Q1","China","Asia Pacific","1","0","1","1","Legal","0"
"FY15-Q4","FY15","Q4","UK","Europe","1","1","0","0","Research","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Facilities","1"
"FY16-Q1","FY16","Q1","Spain","Europe","1","0","1","1","Sales & Marketing","0"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Manufacturing","0"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","IT","0"
"FY15-Q1","FY15","Q1","Switzerland","Europe","1","1","0","0","Exec Mgmt","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Facilities","1"
"FY16-Q1","FY16","Q1","Italy","Europe","1","0","1","1","Sales & Marketing","0"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","HR","0"
"FY15-Q3","FY15","Q3","Germany","Europe","1","1","0","0","Research","1"
"FY16-Q1","FY16","Q1","Korea","Asia Pacific","1","0","1","1","Finance","0"
"FY15-Q2","FY15","Q2","Japan","Asia Pacific","1","1","0","0","Legal","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Manufacturing","0"
"FY15-Q3","FY15","Q3","Germany","Europe","1","1","0","0","Finance","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Manufacturing","0"
"FY15-Q4","FY15","Q4","Japan","Asia Pacific","1","1","0","0","HR","1"
"FY15-Q1","FY15","Q1","Germany","Europe","1","0","1","1","Legal","0"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Legal","1"
"FY15-Q4","FY15","Q4","Germany","Europe","1","1","0","0","Finance","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Manufacturing","0"
"FY15-Q1","FY15","Q1","UK","Europe","1","0","1","1","Legal","0"
"FY15-Q4","FY15","Q4","Canada","North & Central America","1","1","0","0","Exec Mgmt","1"
"FY15-Q2","FY15","Q2","China","Asia Pacific","1","1","0","0","Finance","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Finance","0"
"FY15-Q1","FY15","Q1","UK","Europe","1","1","0","0","IT","1"
"FY15-Q4","FY15","Q4","Japan","Asia Pacific","1","1","0","0","Facilities","1"
"FY15-Q3","FY15","Q3","China","Asia Pacific","1","1","0","0","Exec Mgmt","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","HR","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY16-Q1","FY16","Q1","UK","Europe","1","0","1","1","Research","0"
"FY15-Q3","FY15","Q3","Japan","Asia Pacific","1","1","0","0","Facilities","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Facilities","1"
"FY15-Q1","FY15","Q1","France","Europe","1","1","0","0","Exec Mgmt","1"
"FY15-Q1","FY15","Q1","Brazil","South America","1","0","1","1","Legal","0"
"FY15-Q2","FY15","Q2","Japan","Asia Pacific","1","1","0","0","Legal","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Facilities","1"
"FY16-Q1","FY16","Q1","China","Asia Pacific","1","0","1","1","Finance","0"
"FY15-Q4","FY15","Q4","Korea","Asia Pacific","1","1","0","0","Manufacturing","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Facilities","0"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Research","1"
"FY15-Q3","FY15","Q3","China","Asia Pacific","1","1","0","0","Finance","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","IT","1"
"FY16-Q1","FY16","Q1","Germany","Europe","1","0","1","1","Exec Mgmt","0"
"FY15-Q4","FY15","Q4","France","Europe","1","1","0","0","IT","1"
"FY15-Q4","FY15","Q4","Australia","Asia Pacific","1","1","0","0","IT","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","HR","1"
"FY16-Q1","FY16","Q1","Korea","Asia Pacific","1","0","1","1","Legal","0"
"FY15-Q2","FY15","Q2","Canada","North & Central America","1","1","0","0","Finance","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","HR","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Research","0"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY15-Q3","FY15","Q3","Korea","Asia Pacific","1","1","0","0","Sales & Marketing","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Finance","1"
"FY15-Q4","FY15","Q4","USA","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY15-Q4","FY15","Q4","UK","Europe","1","1","0","0","Exec Mgmt","1"
"FY15-Q2","FY15","Q2","Brazil","South America","1","1","0","0","Finance","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Finance","1"
"FY15-Q2","FY15","Q2","Canada","North & Central America","1","1","0","0","HR","1"
"FY15-Q3","FY15","Q3","France","Europe","1","1","0","0","Finance","1"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","1","0","0","Exec Mgmt","1"
"FY15-Q1","FY15","Q1","Japan","Asia Pacific","1","0","1","1","Facilities","0"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Finance","1"
"FY15-Q3","FY15","Q3","Canada","North & Central America","1","1","0","0","Legal","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY15-Q3","FY15","Q3","USA","North & Central America","1","1","0","0","Sales & Marketing","1"
"FY15-Q2","FY15","Q2","Japan","Asia Pacific","1","1","0","0","Legal","1"
"FY16-Q1","FY16","Q1","Italy","Europe","1","0","1","1","Sales & Marketing","0"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Manufacturing","1"
"FY16-Q1","FY16","Q1","France","Europe","1","0","1","1","IT","0"
"FY15-Q2","FY15","Q2","UK","Europe","1","1","0","0","Research","1"
"FY16-Q1","FY16","Q1","USA","North & Central America","1","0","1","1","Finance","0"
"FY15-Q2","FY15","Q2","India","Asia Pacific","1","1","0","0","IT","1"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Research","1"
"FY15-Q1","FY15","Q1","France","Europe","1","0","1","1","Exec Mgmt","0"
"FY15-Q1","FY15","Q1","USA","North & Central America","1","0","1","1","Manufacturing","0"
"FY15-Q2","FY15","Q2","USA","North & Central America","1","1","0","0","Legal","1"
"FY15-Q3","FY15","Q3","China","Asia Pacific","1","1","0","0","Exec Mgmt","1"
"FY15-Q4","FY15","Q4","Germany","Europe","1","1","0","0","Sales & Marketing","1"
