Fiscal Year,Fiscal Quarter,Fiscal Month,Country,Region,Customer Segment,Channel,Product,ProductCategory,Gross Sales,Budget,Forecast,Discount,Net Sales,COGS,Gross Profit,Half Yearly,VTB ($),VTB (%),link,description,Dates
FY20,Q1,2,USA,North & Central America,Loyalty,Online,White Shoes,Running Shoes,1650,20700,1830,60,1590,630,960,H1 Actual,-635,0,NULL,NULL,00:00.0
FY20,Q4,10,Switzerland,Europe,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Spain,Europe,Loyalty,Retail Store,Blue Surf Board,Surf Board,540,540,570,30,810,420,420,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,10,France,Europe,Loyalty,Retail Store,Black with red sole shoes,Running Shoes,0,0,0,60,1740,1050,690,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,China,Asia Pacific,Non-Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Switzerland,Europe,Loyalty,Retail Store,Orange SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,USA,North & Central America,Loyalty,Retail Store,Pink Shoes,Running Shoes,40380,36630,9510,30,480,240,240,H1 Actual,125,0,NULL,NULL,00:00.0
FY20,Q1,1,Germany,Europe,Loyalty,Retail Store,Orange SurfBoard,Surf Board,1230,1230,1380,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,USA,North & Central America,Loyalty,Online,Yellow mature Dutch cheese,Cheese,748200,795660,867300,0,0,0,0,H2 Forecast,-1582,0,NULL,NULL,00:00.0
FY20,Q4,10,France,Europe,Non-Loyalty,Television,Black with red sole shoes,Running Shoes,0,1410,0,0,0,0,0,H2 Forecast,-47,-1,NULL,NULL,00:00.0
FY20,Q4,12,Brazil,South America,Loyalty,Retail Store,French cheese,Cheese,8790,0,10260,0,0,0,0,H2 Forecast,293,0,NULL,NULL,00:00.0
FY20,Q4,12,Italy,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,4830,3960,5490,30,780,390,390,H2 Forecast,29,0,NULL,NULL,00:00.0
FY20,Q3,9,Italy,Europe,Loyalty,Online,White Shoes,Running Shoes,0,45210,0,60,1410,690,690,H2 Forecast,-1507,-1,NULL,NULL,00:00.0
FY20,Q1,2,Brazil,South America,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Loyalty,Wholesale,Black corkscrew,Corkscrew,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Non-Loyalty,Television,Gray with white sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,3,Italy,Europe,Non-Loyalty,Television,Orange SurfBoard,Surf Board,0,0,0,2700,53250,42600,10650,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Turkey,Europe,Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,1,Germany,Europe,Loyalty,Television,Orange SurfBoard,Surf Board,1260,1110,1440,90,1590,1110,480,H1 Actual,5,0,NULL,NULL,00:00.0
FY20,Q1,1,Brazil,South America,Loyalty,Retail Store,Blue Surf Board,Surf Board,330,180,360,420,10590,5280,5280,H1 Actual,5,0,NULL,NULL,00:00.0
FY20,Q4,12,Germany,Europe,Non-Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,0,0,1050,19920,13950,5970,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Korea,Asia Pacific,Loyalty,Television,Pink Shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,1,France,Europe,Non-Loyalty,Online,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Non-Loyalty,Retail Store,Gray with white sole shoes,Running Shoes,0,300,0,0,0,0,0,H2 Forecast,-10,-1,NULL,NULL,00:00.0
FY20,Q1,3,Mexico,North & Central America,Loyalty,Television,Black with red sole shoes,Running Shoes,3420,2850,1620,0,0,0,0,H1 Actual,19,0,NULL,NULL,00:00.0
FY20,Q1,2,Brazil,South America,Loyalty,Wholesale,Cheese circle,Cheese,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q3,7,Brazil,South America,Loyalty,Television,Blue Surf Board,Surf Board,33840,0,38940,0,0,0,0,H2 Forecast,1128,0,NULL,NULL,00:00.0
FY20,Q4,11,Spain,Europe,Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,USA,North & Central America,Non-Loyalty,Wholesale,Orange SurfBoard,Surf Board,0,0,0,0,90,60,30,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Korea,Asia Pacific,Non-Loyalty,Retail Store,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,China,Asia Pacific,Non-Loyalty,Wholesale,Black with red sole shoes,Running Shoes,180,0,210,0,0,0,0,H2 Forecast,6,0,NULL,NULL,00:00.0
FY20,Q4,11,Switzerland,Europe,Non-Loyalty,Retail Store,Beach Shoes,Running Shoes,0,0,0,30,690,480,210,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Korea,Asia Pacific,Loyalty,Wholesale,Blue Stripped SurfBoard,Surf Board,8010,4320,8670,60,1290,780,510,H1 Actual,123,0,NULL,NULL,00:00.0
FY20,Q4,11,Turkey,Europe,Non-Loyalty,Wholesale,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,UK,Europe,Non-Loyalty,Online,Black Shoes,Running Shoes,0,30,0,0,0,0,0,H1 Actual,-1,-1,NULL,NULL,00:00.0
FY20,Q4,11,Australia,Asia Pacific,Non-Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q1,1,India,Asia Pacific,Non-Loyalty,Television,Blue Surf Board,Surf Board,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Germany,Europe,Non-Loyalty,Retail Store,Black Shoes,Running Shoes,39240,10710,40530,0,0,0,0,H1 Actual,951,2,NULL,NULL,00:00.0
FY20,Q2,5,Indonesia,Asia Pacific,Loyalty,Online,Black Shoes,Running Shoes,0,0,0,0,120,60,60,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q1,2,Korea,Asia Pacific,Loyalty,Online,Unbreakable wineglass,Cocktail Glasses,150,480,180,0,0,0,0,H1 Actual,-11,0,NULL,NULL,00:00.0
FY20,Q4,11,France,Europe,Non-Loyalty,Television,Yellow mature Dutch cheese,Cheese,0,13650,0,0,0,0,0,H2 Forecast,-455,-1,NULL,NULL,00:00.0
FY20,Q4,10,Switzerland,Europe,Non-Loyalty,Wholesale,French cheese,Cheese,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Japan,Asia Pacific,Loyalty,Retail Store,Cheese circle,Cheese,0,0,0,8970,221400,132840,88560,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,5,India,Asia Pacific,Non-Loyalty,Retail Store,Brown SurfBoard,Surf Board,-5550,8160,-6420,0,0,0,0,H1 Actual,-457,-1,NULL,NULL,00:00.0
FY20,Q4,11,UK,Europe,Non-Loyalty,Television,Orange SurfBoard,Surf Board,1050,1020,1080,0,0,0,0,H2 Forecast,1,0,NULL,NULL,00:00.0
FY20,Q2,6,China,Asia Pacific,Non-Loyalty,Television,Yellow mature Dutch cheese,Cheese,30690,27930,33270,120,3660,2940,720,H1 Actual,92,0,NULL,NULL,00:00.0
FY20,Q4,10,Mexico,North & Central America,Loyalty,Retail Store,Brown SurfBoard,Surf Board,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,5,Korea,Asia Pacific,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H1 Actual,0,0,NULL,NULL,00:00.0
FY20,Q4,12,Canada,North & Central America,Loyalty,Wholesale,White Shoes,Running Shoes,0,0,0,780,21840,13110,8730,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,6,Brazil,South America,Loyalty,Wholesale,Wineglass,Cocktail Glasses,5100,1350,5910,210,5160,4110,1020,H1 Actual,125,2,NULL,NULL,00:00.0
FY20,Q4,11,Germany,Europe,Loyalty,Wholesale,Black with red sole shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q3,9,Indonesia,Asia Pacific,Loyalty,Retail Store,Brown Shoes,Running Shoes,0,0,0,60,1950,1380,600,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q4,11,Italy,Europe,Loyalty,Retail Store,Blue Stripped SurfBoard,Surf Board,1590,0,1680,150,3720,1500,2220,H2 Forecast,53,0,NULL,NULL,00:00.0
FY20,Q3,7,Japan,Asia Pacific,Loyalty,Retail Store,Yellow mature Dutch cheese,Cheese,207420,215820,229980,120,2430,1710,720,H2 Forecast,-280,0,NULL,NULL,00:00.0
FY20,Q4,12,Germany,Europe,Loyalty,Wholesale,Orange SurfBoard,Surf Board,12690,180,13950,240,6900,3450,3450,H2 Forecast,417,69,NULL,NULL,00:00.0
FY20,Q3,8,Switzerland,Europe,Loyalty,Television,White Shoes,Running Shoes,0,0,0,0,0,0,0,H2 Forecast,0,0,NULL,NULL,00:00.0
FY20,Q2,4,Indonesia,Asia Pacific,Non-Loyalty,Wholesale,Black Shoes,Running Shoes,1260,0,1470,1140,34800,20880,13920,H1 Actual,42,0,NULL,NULL,00:00.0
