Region,Country,ProductCategory,Campaign_ID,Campaign_Name,Qualification,Qualification_Number,Response_Status,Responses,Cost,Revenue,ROI,Lead_Generation,Revenue_Target,Campaign_Tactic,Customer_Segment,Status,Profit,Marketing_Cost,CampaignID,Date
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,56,22784.08,3960,NA,235467,Boomer; GenX; GenY; GenZ,Media Placements,Consideration,185.3,85.391,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,71998,5940,NA,-58.22,Boomer; GenX; GenY; GenZ,Social,Consideration,14.91,613.35,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,767,56,22784.08,3960,NA,235467,Boomer; GenX; GenY; GenZ,Media Placements,Consideration,185.3,85.391,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,503,191,23630.95,5940,NA,145928,Gen X (60 ? 80s),TV,Awareness,-540.6,33.541,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,385,174,35960.85,1980,NA,326655,Baby Boomers (45 ? 60s),Social,Consideration,1000.96,43.724,11,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,1094,174,50030.33,1980,NA,-1149.84,Baby Boomers (45 ? 60s),TV,Awareness,-504.11,688.247,105,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,298,156,9163.68,1980,NA,189992,Gen X (60 ? 80s),Event,Inquiries,942.31,23.766,34,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,26845.04,19800,NA,327114,Baby Boomers (45 ? 60s),Social,Consideration,2002.6,79.492,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,7920,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,194,97,80729.17,9900,NA,493.51,Baby Boomers (45 ? 60s),Media Placements,Awareness,-589.6,442.796,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,66520.49,19800,NA,-3935.54,Gen Z (2000s - now),Social,Awareness,-154.9,272.576,25,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,329,240,14304.48,19800,NA,325057,Boomer; GenX; GenY; GenZ,Social,Intent,527,34.901,50,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,985,174,48836.62,13860,NA,-4414.08,Baby Boomers (45 ? 60s),Event,Consideration,277.03,802.031,34,00:00.0
Asia Pacific,Japan,NULL,45,LetsRun,NA,NA,Qualified,773,174,45791.2,19800,NA,210494,Boomer; GenX; GenY; GenZ,Event,Intent,459.51,29.172,45,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,1090,1.25,70602.9,19800,NA,1579.82,Boomer; GenX; GenY; GenZ,Event,Inquiries,-170.97,875.861,21,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,62,270,48673.93,3960,NA,-545.84,Gen Z (2000s - now),Email,Awareness,-336.31,37.714,34,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,779,174,19434.4,3960,NA,178279,Baby Boomers (45 ? 60s),Email,Awareness,819.4,84.099,34,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,420,156,8566.13,5940,NA,-6201.13,Boomer; GenX; GenY; GenZ,TV,Inquiries,-541.42,240.728,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,358,240,17848.64,15840,NA,254235,Gen X (60 ? 80s),Event,Inquiries,1433.27,29.954,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,30,19134.29,3960,NA,-909.09,Baby Boomers (45 ? 60s),Social,Consideration,326.49,743.829,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,358,56,17848.64,15840,NA,254235,Baby Boomers (45 ? 60s),Event,Inquiries,1433.27,29.954,50,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,924,191,35583.12,3960,NA,-451.6,Boomer; GenX; GenY; GenZ,Email,Awareness,79.5,549.515,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,785,270,45552.87,17820,NA,2237.44,Boomer; GenX; GenY; GenZ,Social,Consideration,119.45,152.367,50,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,631,1,60310.81,19800,NA,-8217.6,Gen Z (2000s - now),Social,Awareness,84.71,594.072,34,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1024,56,12615.4,15840,NA,1996.03,Baby Boomers (45 ? 60s),Event,Awareness,-160.18,567.346,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,491,191,44256.3,17820,NA,337586,Gen X (60 ? 80s),Email,Inquiries,2774.23,112.302,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,13860,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,30,19134.29,3960,NA,-909.09,Gen X (60 ? 80s),Social,Consideration,326.49,743.829,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,191,28872.26,7920,NA,311083,Baby Boomers (45 ? 60s),Media Placements,Inquiries,1781.26,65.722,11,00:00.0
Asia Pacific,Japan,NULL,50,LetsGoSurf,NA,NA,Qualified,977,56,7474.56,7920,NA,260117,Gen Z (2000s - now),TV,Intent,-79.39,117.351,50,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,807,56,29896.95,17820,NA,-479.94,Gen Z (2000s - now),Media Placements,Awareness,260.81,62.342,50,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,319,230,67976.08,11880,NA,632.59,Gen Z (2000s - now),Social,Awareness,-359.6,521.479,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,817,230,71998,5940,NA,-58.22,Gen Y (80 ? 2000s),Social,Consideration,14.91,613.35,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,949,97,13326.57,9900,NA,-1478.58,Boomer; GenX; GenY; GenZ,Email,Awareness,-518.92,519.663,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Baby Boomers (45 ? 60s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,980,191,12202.74,1980,NA,195126,Gen Y (80 ? 2000s),TV,Awareness,-1755.42,25.551,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,1050,191,3036.28,19800,NA,799.69,Boomer; GenX; GenY; GenZ,Social,Inquiries,-46.29,929.747,11,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,33,197,54157.95,13860,NA,1765.68,Gen Y (80 ? 2000s),Email,Consideration,184.46,546.364,105,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,996,191,23688.75,3960,NA,317611,Baby Boomers (45 ? 60s),TV,Intent,-1137.3,79.934,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,156,79167.99,19800,NA,-2578.64,Boomer; GenX; GenY; GenZ,Social,Awareness,-685.68,149.686,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,230,11180.56,7920,NA,267410,Gen Y (80 ? 2000s),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,81,230,7095.12,13860,NA,148121,Baby Boomers (45 ? 60s),Social,Awareness,-64.26,41.973,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,270,28872.26,5940,NA,311083,Gen Z (2000s - now),Media Placements,Inquiries,1781.26,65.722,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,54008.73,3960,NA,-9705.98,Gen Y (80 ? 2000s),Social,Awareness,-141.24,18.513,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,239,191,31843.18,1980,NA,199223,Gen Z (2000s - now),Event,Consideration,-1043.29,19.72,11,00:00.0
North & Central America,USA,NULL,105,BeUnique,NA,NA,Active,870,174,7252.88,19800,NA,124882,Baby Boomers (45 ? 60s),Media Placements,Consideration,271.66,102.68,105,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,191,28872.26,5940,NA,311083,Gen X (60 ? 80s),Media Placements,Inquiries,1781.26,65.722,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,7920,NA,267410,Gen X (60 ? 80s),Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,383,191,21844.32,1980,NA,131257,Gen Y (80 ? 2000s),Event,Consideration,483.82,100.64,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,385,191,82216.81,11880,NA,4282.48,Gen X (60 ? 80s),Social,Consideration,-192.39,624.03,11,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,807,1,52296.03,1980,NA,3042.13,Gen Z (2000s - now),Event,Inquiries,-527.65,800.198,11,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,945,230,67447.7,13860,NA,-1946.86,Boomer; GenX; GenY; GenZ,Social,Awareness,-71.29,394.945,34,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,26845.04,9900,NA,327114,Baby Boomers (45 ? 60s),Social,Consideration,2002.6,79.492,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,156,9643.52,1980,NA,-4010.52,Baby Boomers (45 ? 60s),Social,Consideration,348.54,881.446,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,1980,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,241,56,9391.76,7920,NA,-2684.45,Gen Z (2000s - now),Social,Inquiries,-652.68,660.96,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,522,270,23072.4,5940,NA,207740,Gen X (60 ? 80s),Social,Inquiries,334.9,96.152,21,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,951,56,81366.16,9900,NA,3397.71,Gen X (60 ? 80s),Social,Awareness,-557.24,260.375,50,00:00.0
North & Central America,USA,NULL,21,SustainableFashion ,NA,NA,Active,935,1.25,18097.8,15840,NA,1323.21,Gen Z (2000s - now),TV,Consideration,-174.73,358.086,21,00:00.0
Europe,Germany,NULL,105,BeUnique,NA,NA,Qualified,1021,174,87949.9,5940,NA,-2374.29,Boomer; GenX; GenY; GenZ,TV,Awareness,-188.27,929.028,105,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,954,197,98364.25,19800,NA,3313.1,Baby Boomers (45 ? 60s),TV,Consideration,-185.9,704.711,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,894,240,18381.76,5940,NA,151147,Baby Boomers (45 ? 60s),Event,Consideration,428.91,116.654,50,00:00.0
North & Central America,USA,NULL,45,LetsRun,NA,NA,Active,107,174,29740.48,1980,NA,335291,Baby Boomers (45 ? 60s),Email,Inquiries,686.29,73.372,45,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,723,191,26102.48,15840,NA,212415,Baby Boomers (45 ? 60s),TV,Inquiries,400.18,82.348,11,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,779,197,52994.46,1980,NA,-5142.26,Gen X (60 ? 80s),Email,Awareness,525.85,196.08,34,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,450,191,12463.99,5940,NA,249543,Gen Y (80 ? 2000s),Event,Awareness,-758.54,91.698,11,00:00.0
Europe,Germany,NULL,34,FallintoWinter,NA,NA,Qualified,631,270,60310.81,19800,NA,-8217.6,Gen Y (80 ? 2000s),Social,Awareness,84.71,594.072,34,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,298,174,9163.68,1980,NA,189992,Boomer; GenX; GenY; GenZ,Event,Inquiries,942.31,23.766,34,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,325,191,23915.33,13860,NA,258740,Gen Y (80 ? 2000s),Social,Inquiries,1423.07,32.776,11,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,411,191,43027.05,15840,NA,-3147.15,Gen Z (2000s - now),Social,Intent,152.98,306.179,11,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,413,174,90257.86,15840,NA,-3773.55,NULL,Media Placements,Intent,-305.49,650.952,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,194,191,80729.17,9900,NA,493.51,Boomer; GenX; GenY; GenZ,Media Placements,Awareness,-589.6,442.796,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,7920,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,270,53502.31,5940,NA,-4465.11,Boomer; GenX; GenY; GenZ,Media Placements,Inquiries,14.67,62.566,11,00:00.0
South America,Brazil,NULL,21,SustainableFashion ,NA,NA,Accepted,452,174,15504,5940,NA,256989,Baby Boomers (45 ? 60s),TV,Purchase,-287.81,51.204,21,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,503,200,11180.56,7920,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,386,191,22431.02,3960,NA,133892,Gen Z (2000s - now),TV,Consideration,12.07,117.878,11,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,459,270,7892.09,17820,NA,-644.95,Gen X (60 ? 80s),Social,Consideration,12.37,957.56,50,00:00.0
North & Central America,USA,NULL,50,LetsGoSurf,NA,NA,Active,657,191,27788.95,9900,NA,-4809.95,Boomer; GenX; GenY; GenZ,Social,Inquiries,-28.28,375.501,50,00:00.0
Europe,Germany,NULL,45,LetsRun,NA,NA,Qualified,921,197,87154.73,3960,NA,4848.54,Boomer; GenX; GenY; GenZ,Social,Awareness,-101.22,706.748,45,00:00.0
Asia Pacific,Japan,NULL,11,GoEco,NA,NA,Qualified,234,290,24054.05,5940,NA,286348,Boomer; GenX; GenY; GenZ,Social,Intent,754.29,64.141,11,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,427,240,98336.78,15840,NA,-1425.89,NULL,Social,Purchase,-34.77,694.086,50,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,9643.52,1980,NA,-4010.52,Boomer; GenX; GenY; GenZ,Social,Consideration,348.54,881.446,25,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,13860,NA,267410,Gen Z (2000s - now),Social,Awareness,1037.34,53.992,25,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,896,174,11608.99,11880,NA,401.4,Gen Z (2000s - now),Social,Awareness,-69.16,359.376,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,1103,156,9879.04,1980,NA,167756,Boomer; GenX; GenY; GenZ,Event,Awareness,517.48,88.077,25,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,194,240,22041.52,3960,NA,239037,Boomer; GenX; GenY; GenZ,Media Placements,Purchase,1065.9,24.905,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,483,191,12637.39,11880,NA,155380,Boomer; GenX; GenY; GenZ,TV,Consideration,420.07,22.661,11,00:00.0
North & Central America,USA,NULL,34,FallintoWinter,NA,NA,Active,985,30,20216.4,7920,NA,271320,Gen Y (80 ? 2000s),Event,Consideration,2230.57,114.716,34,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,226,56,72858.35,9900,NA,-89.48,Baby Boomers (45 ? 60s),TV,Awareness,157.13,381.563,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,620,191,28872.26,5940,NA,311083,Gen Y (80 ? 2000s),Media Placements,Inquiries,1781.26,65.722,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,230,11180.56,7920,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,45,LetsRun,NA,NA,Active,107,156,28151.82,1980,NA,3694.83,Baby Boomers (45 ? 60s),Email,Inquiries,483.89,413.698,45,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,177,174,12202.74,9900,NA,195126,Baby Boomers (45 ? 60s),TV,Awareness,-1755.42,25.551,11,00:00.0
Europe,Germany,NULL,11,GoEco,NA,NA,Qualified,924,174,35583.12,3960,NA,-451.6,Gen Z (2000s - now),Email,Awareness,79.5,549.515,11,00:00.0
Europe,Germany,NULL,25,EnjoyTheMoment,NA,NA,Qualified,749,200,11180.56,13860,NA,267410,Boomer; GenX; GenY; GenZ,Social,Awareness,1037.34,53.992,25,00:00.0
North & Central America,USA,NULL,25,EnjoyTheMoment,NA,NA,Active,129,30,26845.04,9900,NA,327114,Gen Z (2000s - now),Social,Consideration,2002.6,79.492,25,00:00.0
South America,Brazil,NULL,50,LetsGoSurf,NA,NA,Accepted,194,174,87112.3,3960,NA,-233.07,NULL,Media Placements,Purchase,802.19,352.73,50,00:00.0
North & Central America,USA,NULL,11,GoEco,NA,NA,Active,1118,191,26102.48,11880,NA,212415,Gen Y (80 ? 2000s),TV,Inquiries,400.18,82.348,11,00:00.0
Europe,Germany,NULL,50,LetsGoSurf,NA,NA,Qualified,1111,240,29043.78,17820,NA,-2580.57,Gen X (60 ? 80s),TV,Awareness,148.05,88.29,50,00:00.0
